name,price,location,sold,link,date,terjual
Laptop Militer Super tangguh DELL RUGGED 5404 i5 - ssd 256 - 8GB ORI,8.500.000,Jakarta Pusat,9,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEosedHAjfH_1DUMVj9RzNrc1i6sJDUSC5rfB7q3YXUst7bm-7q3OBUsthosJFosKfHsjhbm-srcHi6sHOHmFiy3zwrfo5rM1i6sjfHidpHp17oZFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoepeh_S2zH7O1Z_-6zJ7a_S2S8JNke_u-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk39uozVBR_M2CHjOJ39P6qjJa_1zgP7N2Z9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9P-q9P2yM7NPujau3Bvq1Bd3BPoHJOJ1_ov1pna332SH1h119xvuJV7332tqJO2HACou72k_uPg8jYIz_Vouco2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq12p__Jd8jY1gRBMZIxp_3OdPMep8AxizJgpysoj6cgU_sCi17BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjj7_Sj7HjNk1_VvucHO_92sHJOke_C-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqBjO_c2-HjOJe_-oqBjO_BzzH1Y1e_--QsnYUiFiP9oBrBY2gmUEUsnibm-pg9opq3YX9fBjUstiq3ocZSz_Pf2Vu1--QMYxZpxgQcOdrj2F3srWguoVy1Y2ocx0z91NbuzEPMhVrI-E_9zVZAPz8cWWoB-0oA-f1jg5Zszoe_gRojtOQfB7zBVWPSeW8SBZo3Nsg3zqouxgZJgIHRPty9rfHMeOQjN669Ciu326z1-t_fPpy1g9_R1ibm-xQcri6i-xQIzwqfuNPfYagVYag3yibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QHsjRbAHdoAeDHpjdHB7DUMNwyfVXgcBjy9zB9fVjraUE6_nDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUstaopURoZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpjdHiUDUsHN6AyibmUp6_KNUiFioAnF6mUDUsHdo_ei9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-Dy9C7QRniwe?r=https%3A%2F%2Fwww.tokopedia.com%2Flockstore%2Flaptop-militer-super-tangguh-dell-rugged-5404-i5-ssd-256-8gb-ori%3Fsrc%3Dtopads&keywords=dell+inspiron&ob=23&page=4&management_type=1&t=desktop&src=search&dv=desktop&is_search=1,15-01-2021,1
LAPTOP HP ELITEBOOK 820 G1-CORE I5 GEN 4-RAM 8GB-HDD 500GB-12INCH-SLIM,3.850.000,Jakarta Pusat,3,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6AJ7oprpopjDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstObm-7q3OBUsthosJFosKfHsjhbm-srcHi6seFHmFiy3zwrfo5rM1i6sjfHmd7oA1OoiFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z_z-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ32cQVBE19P6zcHO_Vzqq1YJu9z6zJ1O_1Hhq1YIz9BHuVVd33Oo8V2k__zguVud_SB-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8BxE__uvzJtdgjPR83-I6_oMZIxp_uPdPMep8AxsHO-7Z3BRq3Ha_SgsQugM33NGPMep_Mh-qMY2_32g8JhkgpC68BVE_M2oo1N1e9P6uVJhZ3BRq3Ha_SgsQugMyp-3qcoW_MY-qMY2_32goJhkyR2ouJjp_M2VP7NJ1_VvzJJaZ3dFvZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUMBszj271RPkzuumZ3N5y1Dd33hW8I-GrVtRb3u_z3Vvq_ztq7uO6ZO18SgDz9Ca8jO7z1KR19x0Q_gZqpeaPB-cQ7t7_1JfPpgGo3Y2PJgzQ9g7b92N1suXyfuj3suy31xczpoRqcVRos-jo3N6_sBFyBuk_jumqJYSrfVcu7YOUiFiy3hSUstiy3h79fWB89P5rMzwrMuMUiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pUNoaFp6Ae7bAHN6A-Pbm-X9foxQMz2gcV7guYxgIHi6sjFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHsKRo_JDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHN6AUibmUp6_KfUiFiHpjd6ZUDUseFHAKibmUp6A17UB7DUMVDPcuaQMV7guY0g9BRQR-jUstiQcVFPcYFUS7?page=4&dv=desktop&keywords=dell+inspiron&ob=23&t=desktop&src=search&r=https%3A%2F%2Fwww.tokopedia.com%2Freal789best%2Flaptop-hp-elitebook-820-g1-core-i5-gen-4-ram-8gb-hdd-500gb-12inch-slim%3Fsrc%3Dtopads&management_type=1&is_search=1,15-01-2021,1
Laptop Lenovo Thinkpad X240 core i5-4gb Dual Storage ssd+hdd - 4 gb,3.449.000,Yogyakarta,11,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEos1d6Ajp6_eDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUsthbm-7q3OBUsthosJFosKfHsj7bm-srcHi6seFHmFiy3zwrfo5rM1i6sjOoaddHA1NoaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBouVVO_32SH1NEz_CoqMrh_S2VHJOkgpV-q9P23_oZ8uKp_Mhg3J2ky1o-ojBkZ9u6zcPd_92So1N1ypzouVBE_S2s81B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMzW_32sP7NI__oHuJjF_M2zPJNJuM2v1pVt_S2tQJh939PouOjp3BPV8B2kQchoe7BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PE3I2oo1YJZsxMzRPNyjrNHfgU8IoouRxfgAod6cHp1Sz-q9P2yp-6PMoWuMggQj2fgAo6QJBkQfBoqMWR_c2CHJO1yp-6qMHp_OzgHjNJyfBHe72E3_UN8u23692qu7gN3_-Sq1Y2Z9B6qMoO_Oz081NEZ_zvzV1O_uzz8JN1u3BM1_7YUiFiP9oBrBY2gmUEUsnibm-pg9opq3YX9fBjUstiq3ocZSz_Pf2Vu1--QMYxZpxgQcOdrj2F3srWguoVy1Y2ocx0z91NbuzEPMhVrI-E_9zVZAPz8cWWoB-0oA-f1jg5Zszoe_gRojtOQfB7zBVWPSeW8SBZo3Nsg3zqouxgZJgIHRPty9rfHMeOQjN669Ciu326z1-t_fPpy1g9_R1ibm-xQcri6i-xQIzwqfuNPfYagVYag3yibm-XP3Oig9-wQfgwy3zpUsthHaFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QHsjRbAHdoAeDHpjdHB7DUMNwyfVXgcBjy9zB9fVjraUE6_HDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUsth6AUNHZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpjdHiUDUsHN6AyibmUp6_KNUiFioAnF6mUDUsHdo_ei9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-Dy9C7QRniwe?management_type=1&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Ftimoho29%2Flaptop-lenovo-thinkpad-x240-core-i5-4gb-dual-storage-ssd-hdd-4-gb%3Fsrc%3Dtopads&is_search=1&keywords=dell+inspiron&t=desktop&src=search&page=5&ob=23,15-01-2021,1
Laptop lenovo Thinkpad T410 Core i5 murah meriah,2.250.000,Jakarta Pusat,4,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6AJaosrdH_KDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstabm-7q3OBUsthosJFosKfHsj7bm-srcHi6s1FHmFiy3zwrfo5rM1i6sjOoadRopKhbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-Hjhk3_-6qBja_M2gHjNk3_-6qBja_SB-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2Z_oqqjjp_1zZqjNNHIB6zVjF_VzzHuBEqRzgucH73BHhQ1OJzMO6HBgt__-gou21e3BHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZSooH_xE_OzS83gU8IooQ9xfgAod6c-JzSoiHfedgjx6Hc-_Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBkZ_zo8_eO_jzV8JYJyp-6ucPE_uzV81B2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1Ok3_oHqMD7_jz08jOJgpoo8BVE_92-HjBXHA7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-2y7gGPVoRqjuuejBXQfVb6VBDQ9xaZSCqoaOB17ux_fj7qcWVP_jWuI2fQJuFrS2oPJuUoOVdqf7f1MD7HSgZzMYGoJOCoSrfZsu5q9zc13OfPmOE8uUOQMoBgVtO3VBUzjrpPfxxPpyagAuX_jdNrc-uqjNVeMxvgRoxzBPvPZUDUMVDgaUEUMVDPVY0g9BRQR-j9R-BgiUDUMNOQ3-BrBY5gBYxgIHi6sJpbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUstNHaFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sJdHsjhbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6_KaUiFiHpjdoiUDUsHN6AjibmU7HAndUiFiHpKOom-Pbm-xQIzBrMNxPcuwqfuNPfYagmUEUMhxrIz5rm-Y?r=https%3A%2F%2Fwww.tokopedia.com%2Fmacrocom%2Flaptop-lenovo-thinkpad-t410-core-i5-murah-meriah%3Fsrc%3Dtopads&src=search&dv=desktop&is_search=1&keywords=dell+inspiron&page=5&ob=23&t=desktop&management_type=1,15-01-2021,1
Laptop Lenovo Thinkpad X240 TouchScreen - corei5 4300u - ram 8GB - SSD - SSD 128 + 500,4.299.000,Jakarta Barat,8,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEopjdHArRHsUDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstpbm-7q3OBUsthosJFosKfHsj7bm-srcHi6sHOHmFiy3zwrfo5rM1i6sjOoadOHpUabm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1N_Z9o-Q1dFyfFN8B29zSBgHMP2_fB-8jhke_Vo8BVE_BzV8JNJu9Po8MPd_M2uq1hAZS-q3cFpysoGqOKp_M2iH72DZ325q1OAZ9o-Q_ufyMO6QJBkQfB6HBBN_S2CHVBEyRzoqBJa_jHFHJN9__uHu71p_7PuPV2ke9xqqMzD3uz6Q1Y9u9P-q9P2ysoGrVtaQIuyHB-Dy7yNrV2AZ_g-qjV2_JoGPMoWQcNxupuMy7xGPB2UuM2jzsBF3jo-ojBke3BHe72fyfODQMV9o3gsHMxfy7yNrV2AZ_g-qjV2_JoG8cz9uSBBusjF3uPj8jBkQfBizJNM_920oJOX8AxizJ2pysoj6cgIPRxizpjpgjxd8MzIHcBHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9BvzcoO_uzz8JNk19xoqBuN_92-H1OEyfBHe72E3_UN8u23692qu7gN3_-Sq1Y2Z9B6qMoO_OzVHjO1z9xo8j7h_92o81NAZsjibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-2y7gGPVoRqjuuejBXQfVb6VBDQ9xaZSCqoaOB17ux_fj7qcWVP_jWuI2fQJuFrS2oPJuUoOVdqf7f1MD7HSgZzMYGoJOCoSrfZsu5q9zc13OfPmOE8uUOQMoBgVtO3VBUzjrpPfxxPpyagAuX_jdNrc-uqjNVeMxvgRoxzBPvPZUDUMVDgaUEUMVDPVY0g9BRQR-j9R-BgiUDUMNOQ3-BrBY5gBYxgIHi6sJpbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUstNHaFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sJdHsjhbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6_KaUiFiHpjdoiUDUsHN6AjibmU7HAndUiFiHpKOom-Pbm-xQIzBrMNxPcuwqfuNPfYagmUEUMhxrIz5rm-Y?r=https%3A%2F%2Fwww.tokopedia.com%2Frevocomputer%2Flaptop-lenovo-thinkpad-x240-touchscreen-corei5-4300u-ram-8gb-ssd-ssd-128-500%3Fsrc%3Dtopads&t=desktop&dv=desktop&management_type=1&page=5&src=search&is_search=1&keywords=dell+inspiron&ob=23,15-01-2021,1
Laptop Lenovo Thinkbook i3-1005G1 8GB 14 Inch WIN10 HOME+OHS ORIGINAL,9.299.000,Jakarta Barat,8,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6AeRHsnaopUDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUst7bm-7q3OBUsthosJFosKfHsj7bm-srcHi6seFHmFiy3zwrfo5rM1i6sjOoadaosjdbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1N_oAVvuJVR_M2-8JO1z_zozJuN_jzoq1hAZM2jZJ2Myp-3qcoW_MY-qMY2_9j7H7Ok3_oozcPR_S2zH1OE19x6qj1FZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBkgcOoqMoR_jPoH7h1Z_C6qBV7_jz3qjY_H3x68MxD_VPgP7O93_oqu7uE3M2DQJOAZ9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBWPR2y8j7O_7zG6cgIPRBizpjpgjxdr7O98IgjHRKdypoZPJB2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1OkypVHqMrO_jzC81Y1Z9xvzcH7_Ozoq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-81NkyRuvzVVN_M2s81NEgp-vzcDO_M2zq3gzv_7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-2y7gGPVoRqjuuejBXQfVb6VBDQ9xaZSCqoaOB17ux_fj7qcWVP_jWuI2fQJuFrS2oPJuUoOVdqf7f1MD7HSgZzMYGoJOCoSrfZsu5q9zc13OfPmOE8uUOQMoBgVtO3VBUzjrpPfxxPpyagAuX_jdNrc-uqjNVeMxvgRoxzBPvPZUDUMVDgaUEUMVDPVY0g9BRQR-j9R-BgiUDUMNOQ3-BrBY5gBYxgIHi6sJpbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUstNHaFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sJNopyNbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6_KaUiFiHpjdoiUDUsHN6AjibmU7HAndUiFiHpKOom-Pbm-xQIzBrMNxPcuwqfuNPfYagmUEUMhxrIz5rm-Y?src=search&ob=23&keywords=dell+inspiron&t=desktop&is_search=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fsinarmulia%2Flaptop-lenovo-thinkbook-i3-1005g1-8gb-14-inch-win10-home-ohs-original%3Fsrc%3Dtopads&page=5&management_type=1&dv=desktop,15-01-2021,1
Toshiba dynabook laptop second termurah,2.399.000,Jakarta Pusat,1,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6AUaoAyFo_1DUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstObm-7q3OBUsthosJFosKfHsj7bm-srcHi6seFHmFiy3zwrfo5rM1i6sjOoadao_KfoaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9BHqBJ7_Ozg81Nku_V6qjVd_M2uo1NEu3BHe72a3BxDHfUpZMWyH7NkysoGQJBkQfBoe7BpZ37OPM-W_Mh-qMY2_s-g81NEe_Cg8Mo7_32zHjNAHAC6u77O_VPVH7YIu9zqqjVd3M2jQVB1_MOvuOuRZ3BRq3UpZSCqHMhO3A-ZQcoc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMoUZSgqZVgkgJyNrV2AZ_g-qjV2_JoGPMoWQcNxupuMyp-tPMoc69Cqe7jfZ32Cq1hAZSxjuOgNguyNHVB9gI2-qMY2yjz6gjOEqpzoQSKdyjzGrfUpgAxMzRPdyjrNHfgU8I2jzpC2_JoG8Bja69BqusB2yf7NHfHau3Bvq1BN_S2sP1N1Z_-6qBVR_92CoJYJu_-6q1BpZ3N6qMUpZMhyH7ND3uxGqMVAZ_g-qjja_Sj7oJOEqpV68Bjp_Ozzo1YJ3_--QsnYUiFiP9oBrBY2gmUEUsnibm-pg9opq3YX9fBjUstiq3ocZSz_Pf2Vu1--QMYxZpxgQcOdrj2F3srWguoVy1Y2ocx0z91NbuzEPMhVrI-E_9zVZAPz8cWWoB-0oA-f1jg5Zszoe_gRojtOQfB7zBVWPSeW8SBZo3Nsg3zqouxgZJgIHRPty9rfHMeOQjN669Ciu326z1-t_fPpy1g9_R1ibm-xQcri6i-xQIzwqfuNPfYagVYag3yibm-XP3Oig9-wQfgwy3zpUsthHaFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QHsjRbAHdoAeDHpjdHB7DUMNwyfVXgcBjy9zB9fVjraUE6_HDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUstpo_UOHiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpjdHiUDUsHN6AyibmUp6_KNUiFioAnF6mUDUsHdo_ei9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-Dy9C7QRniwe?dv=desktop&t=desktop&page=5&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Fjuallaptopsewa%2Ftoshiba-dynabook-laptop-second-termurah%3Fsrc%3Dtopads&is_search=1&src=search&keywords=dell+inspiron&management_type=1,15-01-2021,1
DELL INSPIRON 3493 I7 1065G 8GB 512GB SSD 14 FHD MX230 2GB W10,12.921.000,Jakarta Utara,1,https://www.tokopedia.com/orka/dell-inspiron-3493-i7-1065g-8gb-512gb-ssd-14-fhd-mx230-2gb-w10?whid=0,15-01-2021,1
DELL Inspiron 3576 # i5-8250U VGA 2GB 15FHD !!,7.997.000,Jakarta Utara,1,https://www.tokopedia.com/orka/dell-inspiron-3576-i5-8250u-vga-2gb-15fhd?whid=0,15-01-2021,1
"DELL INSPIRON 3476 i5-8250U, 4GB, 1TB, DVDRW, INTEL , DOS, 1YR",7.200.000,Tangerang,1,https://www.tokopedia.com/chiu/dell-inspiron-3476-i5-8250u-4gb-1tb-dvdrw-intel-dos-1yr?whid=0,15-01-2021,1
LAPTOP DELL INSPIRON 14-3493 I3-1005G1 RAM 4GB/256GB SSD/WIN10,6.970.000,Tangerang,1,https://www.tokopedia.com/zencom/laptop-dell-inspiron-14-3493-i3-1005g1-ram-4gb-256gb-ssd-win10?whid=0,15-01-2021,1
DELL Inspiron 5482 Intel Core i7-8565U/8GB/256GB SSD/Win10HSL,13.100.000,Jakarta Pusat,3,https://www.tokopedia.com/bestechno88/dell-inspiron-5482-intel-core-i7-8565u-8gb-256gb-ssd-win10hsl?whid=0,15-01-2021,1
DELL AIO Inspiron 3280 i3-8145U | 4GB | 1TB | WIN10,7.450.000,Jakarta Pusat,5,https://www.tokopedia.com/youtech/dell-aio-inspiron-3280-i3-8145u-4gb-1tb-win10?whid=0,15-01-2021,1
Dell Inspiron 7591[Ci5-9300H/ 8GB/256GB SSD/Nvidia GTX-1050 3GB/Win10],15.999.000,Jakarta Utara,1,https://www.tokopedia.com/gocapofficial/dell-inspiron-7591-ci5-9300h-8gb-256gb-ssd-nvidia-gtx-1050-3gb-win10?whid=0,15-01-2021,1
Notebook/ laptop Dell inspiron 14,7.991.000,Kab. Tangerang,3,https://www.tokopedia.com/lalagadget05/notebook-laptop-dell-inspiron-14?whid=0,15-01-2021,1
"Laptop Asus Vivobook A416JA BV311TS i3 1005G1 4GB 1TB W10+OHS 14"" - Silver, Non Bundling",8.430.000,Jakarta Pusat,2,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6AUOH_Ha6_yDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstObm-7q3OBUsthosJFosKfHpnFbm-srcHi6seFHmFiy3zwrfo5rM1i6sjN6ZdRoAUdbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1O2oAz6ucod_jz-oJN1yRx6zJj7_Bzsq1hAZM2jZJ2Myp-3qcoW_MY-qMY2_Sj7HJY13_u68MoR_32u8jY1Z_uvzco2_JoGrB2yQAoiH7203Ao6qMUpZMh-qMY2_1o-r7BWo9giQ1NDZ325q1OJgc2ouJ17_BPgPJO1u9xg8_nF33OZq1h9z_-oHjO7_7zmqjY1z9Pgu7gW_BPcqjB2PfBiH72F3s-DPuKa1MhszsBF3jo-ojBke3BHe72fyfODQMV9o3gsZJ2f3jx3qMzc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMHaqIgszsBF3jo-ojBke3BHe72dgVP383u36_CgufzEZ325q3-J_Mgo8MD7_3Nd6c-JZSoiHfedgjPR8c-I6_oMZIxEgJrFq1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-81NE19u68jOE_jzsHjOkqR26qBJO_jo-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32-H7Y_oAooqBjh_7zuH7NE19B6qMWR_joG6ZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUMBszj271RPkzuumZ3N5y1Dd33hW8I-GrVtRb3u_z3Vvq_ztq7uO6ZO18SgDz9Ca8jO7z1KR19x0Q_gZqpeaPB-cQ7t7_1JfPpgGo3Y2PJgzQ9g7b92N1suXyfuj3suy31xczpoRqcVRos-jo3N6_sBFyBuk_jumqJYSrfVcu7YOUiFiy3hSUstiy3h79fWB89P5rMzwrMuMUiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pUNoaFp6Ae7bAHN6A-Pbm-X9foxQMz2gcV7guYxgIHi6sjhbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHsyh6_JDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHN6AUibmUp6_KfUiFiHpjd6ZUDUseFHAKibmUp6A17UB7DUMVDPcuaQMV7guY0g9BRQR-jUstiQcVFPcYFUS7?is_search=1&page=7&ob=23&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fdistrilapid%2Flaptop-asus-vivobook-a416ja-bv311ts-i3-1005g1-4gb-1tb-w10-ohs-14-silver-non-bundling%3Fsrc%3Dtopads&keywords=dell+inspiron&management_type=1&dv=desktop&src=search,15-01-2021,1
DELL Inspiron 3670 Intel Core i5-8400/8GB/1TB/VGA/Win10HSL/1YR PC ONLY,10.300.000,Jakarta Pusat,1,https://www.tokopedia.com/bestechno88/dell-inspiron-3670-intel-core-i5-8400-8gb-1tb-vga-win10hsl-1yr-pc-only?whid=0,15-01-2021,1
Dell Inspiron 13 7300 2in1 Touch i5 10210 8GB 512ssd+Opt 32GB W10 13.3,12.599.000,Bekasi,1,https://www.tokopedia.com/astek-com/dell-inspiron-13-7300-2in1-touch-i5-10210-8gb-512ssd-opt-32gb-w10-13-3?whid=0,15-01-2021,1
DELL Inspiron 5482 # i7-8565U 8GB SSD256 VGA 2GB 14FHD Touch !!,14.978.000,Jakarta Utara,1,https://www.tokopedia.com/orka/dell-inspiron-5482-i7-8565u-8gb-ssd256-vga-2gb-14fhd-touch?whid=0,15-01-2021,1
DELL Inspiron 7472 Core i7-8550U/16GB/1TB+128SSD/VGA 2GB/WIN10HSL,16.900.000,Jakarta Pusat,4,https://www.tokopedia.com/bestechno88/dell-inspiron-7472-core-i7-8550u-16gb-1tb-128ssd-vga-2gb-win10hsl?whid=0,15-01-2021,1
Dell Inspiron 5480 i5 8265U ultrabook,9.200.000,Jakarta Pusat,1,https://www.tokopedia.com/dellglobalindo/dell-inspiron-5480-i5-8265u-ultrabook?whid=0,15-01-2021,1
DELL Inspiron 3470 SFF Core i5-9400/8GB/1TB/DVDRW/WIN10HSL + E2016HV,9.100.000,Jakarta Pusat,1,https://www.tokopedia.com/bestechno88/dell-inspiron-3470-sff-core-i5-9400-8gb-1tb-dvdrw-win10hsl-e2016hv?whid=0,15-01-2021,1
